CLNDN	Count
NAV2-related_disorder	2
not_provided|NAV2-related_disorder	1
Hyperekplexia|Hyperekplexia_3	2
Hyperekplexia_3|Hyperekplexia	1
not_provided|Hyperekplexia|Hyperekplexia_3	2
Hyperekplexia_3|not_provided	2
Hyperekplexia|Hyperekplexia_3|not_provided	2
not_provided|Hyperekplexia_3	1
Limb-Girdle_Muscular_Dystrophy,_Recessive|Miyoshi_myopathy|ANO5-Related_Muscle_Diseases|not_provided	1
Miyoshi_myopathy|not_specified|Limb-Girdle_Muscular_Dystrophy,_Recessive|not_provided|Miyoshi_muscular_dystrophy_3|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L|Gnathodiaphyseal_dysplasia|ANO5-Related_Muscle_Diseases	1
Gnathodiaphyseal_dysplasia|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L|Miyoshi_muscular_dystrophy_3|not_provided	1
Gnathodiaphyseal_dysplasia|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L	1
Miyoshi_myopathy|not_specified|Limb-Girdle_Muscular_Dystrophy,_Recessive|ANO5-Related_Muscle_Diseases|not_provided|Gnathodiaphyseal_dysplasia|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L|Miyoshi_muscular_dystrophy_3	1
Gnathodiaphyseal_dysplasia|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L|not_specified|not_provided|Miyoshi_muscular_dystrophy_3	1
not_provided|Gnathodiaphyseal_dysplasia|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L|Miyoshi_muscular_dystrophy_3	1
Miyoshi_muscular_dystrophy_3|Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L|not_provided|Gnathodiaphyseal_dysplasia	1
Limb-Girdle_Muscular_Dystrophy,_Recessive|not_provided|Miyoshi_myopathy	1
Fanconi_anemia	10
Dystonia_24|not_provided	5
not_provided|Dystonia_24	6
Dystonic_disorder|Dystonia_24|not_provided	2
Dystonia_24|not_provided|Dystonic_disorder	1
Dystonia_24|Dystonic_disorder|not_provided	1
Dystonic_disorder	7
not_provided|Dystonic_disorder|Dystonia_24	1
not_specified|not_provided|Memory_impairment,_susceptibility_to	1
DCDC1-related_condition	1
not_provided|Aniridia_2	1
Foveal_hypoplasia_1|Aniridia_1|11p_partial_monosomy_syndrome|not_provided|Anophthalmia-microphthalmia_syndrome|Autosomal_dominant_keratitis|Aniridia,_Cerebellar_Ataxia,_And_Intellectual_Disability|carboxymethyl-dextran-A2-gadolinium-DOTA	1
11p_partial_monosomy_syndrome|Irido-corneo-trabecular_dysgenesis|Anophthalmia|Autosomal_dominant_keratitis|Foveal_hypoplasia_1|Aniridia,_Cerebellar_Ataxia,_And_Intellectual_Disability|Congenital_aniridia	1
PAX6-related_ocular_dysgenesis|not_provided|Coloboma_of_optic_nerve	1
Nephroblastoma|Nephrotic_syndrome,_type_4|11p_partial_monosomy_syndrome|Meacham_syndrome	1
Nephrotic_syndrome,_type_4|Meacham_syndrome|Nephroblastoma	1
Wilms_tumor_1|Meacham_syndrome|Nephrotic_syndrome,_type_4	1
Nephrotic_syndrome,_type_4|Meacham_syndrome|Wilms_tumor_1|not_provided|Frasier_syndrome|Drash_syndrome	1
not_provided|Meacham_syndrome|Drash_syndrome|Frasier_syndrome|not_specified|Nephrotic_syndrome,_type_4|Wilms_tumor_1	1
Drash_syndrome|Frasier_syndrome|Wilms_tumor_1|11p_partial_monosomy_syndrome	1
Nephroblastoma|not_provided|Meacham_syndrome|Wilms_tumor_1|Frasier_syndrome|Drash_syndrome|Nephrotic_syndrome,_type_4|not_specified|11p_partial_monosomy_syndrome	1
not_provided|Pyruvate_dehydrogenase_E3-binding_protein_deficiency	4
Pyruvate_dehydrogenase_E3-binding_protein_deficiency|not_provided	3
not_specified|not_provided|Pyruvate_dehydrogenase_E3-binding_protein_deficiency	1
not_provided|Pyruvate_dehydrogenase_E3-binding_protein_deficiency|not_specified	1
Pyruvate_dehydrogenase_E3-binding_protein_deficiency	2
CD44-related_disorder	2
Calcium_oxalate_urolithiasis	2
Severe_combined_immunodeficiency,_autosomal_recessive,_T_cell-negative,_B_cell-negative,_NK_cell-positive|Combined_immunodeficiency_with_skin_granulomas|Immunodeficiency_104|Histiocytic_medullary_reticulosis|Recombinase_activating_gene_1_deficiency|not_specified|not_provided	1
not_provided|Severe_combined_immunodeficiency,_autosomal_recessive,_T_cell-negative,_B_cell-negative,_NK_cell-positive|Combined_immunodeficiency_with_skin_granulomas|Histiocytic_medullary_reticulosis|Recombinase_activating_gene_1_deficiency|not_specified|Immunodeficiency_104	1
Severe_combined_immunodeficiency_disease|Histiocytic_medullary_reticulosis	1
Severe_combined_immunodeficiency,_autosomal_recessive,_T_cell-negative,_B_cell-negative,_NK_cell-positive|Histiocytic_medullary_reticulosis	1
Exostoses,_multiple,_type_2	1
Exostoses,_multiple,_type_1|Seizures-scoliosis-macrocephaly_syndrome|not_specified|Exostoses,_multiple,_type_2|not_provided	1
not_specified|Exostoses,_multiple,_type_2	1
Frontonasal_dysplasia_with_alopecia_and_genital_anomaly|Parietal_foramina_2|not_provided	2
not_provided|Frontonasal_dysplasia_with_alopecia_and_genital_anomaly|Parietal_foramina_2	1
Frontonasal_dysplasia_with_alopecia_and_genital_anomaly|Parietal_foramina_2|not_specified|not_provided	1
not_provided|Parietal_foramina_2|Frontonasal_dysplasia_with_alopecia_and_genital_anomaly	1
not_provided|Frontonasal_dysplasia_with_alopecia_and_genital_anomaly|Parietal_foramina_2|not_specified	1
TSPAN18-related_disorder	1
Peroxisome_biogenesis_disorder_8A_(Zellweger)|Peroxisome_biogenesis_disorder_8B|Peroxisome_biogenesis_disorder|not_specified|not_provided	1
Peroxisome_biogenesis_disorder_8B|Peroxisome_biogenesis_disorder|not_specified|not_provided|Peroxisome_biogenesis_disorder_8A_(Zellweger)	1
Peroxisome_biogenesis_disorder	1
not_provided|PHF21A-related_disorder	1
Intellectual_developmental_disorder_with_behavioral_abnormalities_and_craniofacial_dysmorphism_with_or_without_seizures	2
Osteogenesis_imperfecta_type_16|not_provided	1
Retinal_dystrophy|not_specified|not_provided	1
Thrombophilia_due_to_thrombin_defect|not_provided|Congenital_prothrombin_deficiency|not_specified	1
not_provided|Thrombophilia_due_to_thrombin_defect|Congenital_prothrombin_deficiency|not_specified	1
Ischemic_stroke|Congenital_prothrombin_deficiency|Pregnancy_loss,_recurrent,_susceptibility_to,_2|Thrombophilia_due_to_thrombin_defect|not_provided	1
Cenani-Lenz_syndactyly_syndrome	2
not_provided|Sclerosteosis_2|Cenani-Lenz_syndactyly_syndrome|Congenital_myasthenic_syndrome_17	1
not_provided|Cenani-Lenz_syndactyly_syndrome|Sclerosteosis_2|Congenital_myasthenic_syndrome_17	3
Cenani-Lenz_syndactyly_syndrome|Sclerosteosis_2|Congenital_myasthenic_syndrome_17|not_provided	1
Sclerosteosis_2|not_provided|Congenital_myasthenic_syndrome_17|Cenani-Lenz_syndactyly_syndrome	1
Congenital_myasthenic_syndrome_17|Cenani-Lenz_syndactyly_syndrome|Sclerosteosis_2|not_provided	1
Congenital_myasthenic_syndrome_17|Cenani-Lenz_syndactyly_syndrome|Sclerosteosis_2	1
Cenani-Lenz_syndactyly_syndrome|Sclerosteosis_2|Congenital_myasthenic_syndrome_17|not_specified|not_provided	1
Sclerosteosis_2|not_provided|Cenani-Lenz_syndactyly_syndrome|Congenital_myasthenic_syndrome_17|not_specified	1
Xeroderma_pigmentosum,_group_E|not_provided	2
not_provided|Neurodevelopmental_disorder_with_dysmorphic_facies,_impaired_speech,_and_hypotonia|Deeah_syndrome	1
Deeah_syndrome|Neurodevelopmental_disorder_with_dysmorphic_facies,_impaired_speech,_and_hypotonia	1
Cardiomyopathy|Hypertrophic_cardiomyopathy_4|Left_ventricular_noncompaction_10|Cardiovascular_phenotype|Hypertrophic_cardiomyopathy|not_specified	1
not_specified|not_provided|Left_ventricular_noncompaction_10|Hypertrophic_cardiomyopathy_4	1
not_specified|Ehlers-Danlos_syndrome,_spondylocheirodysplastic_type	3
Congenital_myasthenic_syndrome|Fetal_akinesia_deformation_sequence_2|Fetal_akinesia_deformation_sequence_1|Congenital_myasthenic_syndrome_11|not_specified	2
Congenital_Myasthenic_Syndrome,_Recessive|Congenital_myasthenic_syndrome_11|Fetal_akinesia_deformation_sequence_1|not_specified|Fetal_akinesia_deformation_sequence_2|Congenital_myasthenic_syndrome|not_provided	1
Nephrotic_syndrome,_type_19|not_provided|NUP160-related_disorder	1
Hereditary_angioedema_type_1	1
Hereditary_angioedema_type_1|not_provided	1
not_provided|Hereditary_angioedema_type_1	1
CILIARY_NEUROTROPHIC_FACTOR_POLYMORPHISM	1
Essential_tremor	3
CD6-related_condition	1
Triokinase_and_FMN_cyclase_deficiency_syndrome	5
Familial_aplasia_of_the_vermis	3
Familial_aplasia_of_the_vermis|Joubert_syndrome_1|Meckel-Gruber_syndrome|not_specified|not_provided	1
Joubert_syndrome_2|Meckel_syndrome,_type_2	1
not_provided|Paragangliomas_2|not_specified	1
DAGLA-related_condition	3
DAGLA-related_condition|not_provided	1
Autosomal_dominant_vitreoretinochoroidopathy|Vitelliform_macular_dystrophy_2|not_provided|Retinitis_Pigmentosa,_Recessive	2
not_specified|not_provided|Retinal_dystrophy|Autosomal_recessive_bestrophinopathy|Autosomal_dominant_vitreoretinochoroidopathy|Vitelliform_macular_dystrophy_2|Retinitis_pigmentosa_50|Retinitis_pigmentosa	1
not_provided|Autosomal_dominant_vitreoretinochoroidopathy|Retinitis_pigmentosa_50|Vitelliform_macular_dystrophy_2|Autosomal_recessive_bestrophinopathy	1
Retinitis_pigmentosa_50|Vitelliform_macular_dystrophy_2|Autosomal_recessive_bestrophinopathy|Autosomal_dominant_vitreoretinochoroidopathy|not_provided	1
Hemochromatosis_type_5|Vitelliform_macular_dystrophy_2|Retinitis_Pigmentosa,_Recessive|not_provided|Autosomal_dominant_vitreoretinochoroidopathy|Iron_Overload	1
ASRGL1-related_disorder	1
not_provided|Larsen-like_syndrome,_B3GAT3_type	1
not_provided|Mitochondrial_complex_III_deficiency_nuclear_type_9|not_specified	1
Hereditary_spastic_paraplegia_17|not_provided|Congenital_generalized_lipodystrophy_type_2|not_specified|Neuronopathy,_distal_hereditary_motor,_type_5C|Severe_neurodegenerative_syndrome_with_lipodystrophy	1
Severe_neurodegenerative_syndrome_with_lipodystrophy|Neuronopathy,_distal_hereditary_motor,_type_5C|Congenital_generalized_lipodystrophy_type_2|Hereditary_spastic_paraplegia_17|not_provided	1
Neuropathy,_hereditary_sensory,_type_1F	1
Peripheral_neuropathy	5
Leukocyte_adhesion_deficiency_3	2
Leukocyte_adhesion_deficiency_3|not_provided	1
not_provided|Facial_dysmorphism,_hypertrichosis,_epilepsy,_intellectual/developmental_delay,_and_gingival_overgrowth_syndrome|KCNK4-related_disorder	1
not_provided|not_specified|Dalmatian_hypouricemia	4
not_provided|Dalmatian_hypouricemia	2
Dalmatian_hypouricemia|not_provided	1
not_provided|NRXN2-related_disorder	1
not_provided|Platelet-type_bleeding_disorder_18	5
not_specified|not_provided|Glycogen_storage_disease,_type_V	1
not_provided|Glycogen_storage_disease,_type_V	3
Glycogen_storage_disease,_type_V|not_specified|not_provided	1
not_specified|Glycogen_storage_disease,_type_V|not_provided	1
Multiple_endocrine_neoplasia,_type_1	2
Autosomal_recessive_spastic_paraplegia_type_76|not_provided	5
Autosomal_recessive_spastic_paraplegia_type_76	1
LTBP3-related_disorder	1
Brachyolmia-amelogenesis_imperfecta_syndrome	1
Cutis_laxa,_autosomal_recessive,_type_1B	1
Cutis_laxa,_autosomal_recessive,_type_1B|not_provided	1
Tall_stature-intellectual_disability-renal_anomalies_syndrome	1
not_provided|Spermatogenic_failure_7	2
Spermatogenic_failure_7	1
Inborn_genetic_diseases|not_specified|not_provided|Schuurs-Hoeijmakers_syndrome	1
Spastic_paraplegia,_optic_atropy,_and_neuropathy	1
not_provided|Bardet-Biedl_syndrome_1	1
ACTN3-related_disorder	1
Actn3_deficiency|Sprinting_performance|ACTININ,_ALPHA-3_POLYMORPHISM|INCREASED_COLD_TOLERANCE	1
Spinocerebellar_ataxia_type_5|not_provided|Autosomal_recessive_spinocerebellar_ataxia_14	3
Autosomal_recessive_spinocerebellar_ataxia_14|Spinocerebellar_ataxia_type_5|not_provided|not_specified	1
TOP6BL-related_disorder	2
Congenital_Stationary_Night_Blindness,_Recessive	2
not_provided|Hereditary_cancer-predisposing_syndrome	2
not_specified|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_93	1
not_specified|Herpes_simplex_encephalitis,_susceptibility_to,_1	1
Herpes_simplex_encephalitis,_susceptibility_to,_1	2
not_provided|Mitochondrial_complex_1_deficiency,_nuclear_type_2	1
Mitochondrial_complex_I_deficiency,_nuclear_type_1|Mitochondrial_complex_1_deficiency,_nuclear_type_2|Leigh_syndrome|not_provided	1
Mitochondrial_complex_I_deficiency|Osteopetrosis|Mitochondrial_complex_I_deficiency,_nuclear_type_1|not_provided|Leigh_syndrome	1
not_provided|not_specified|Autosomal_recessive_osteopetrosis_1	1
Autosomal_recessive_osteopetrosis_1|not_specified|not_provided	1
not_provided|Intellectual_disability,_autosomal_dominant_51	1
not_provided|Osteogenesis_imperfecta|not_specified	1
Familial_temporal_lobe_epilepsy_8	2
not_provided|Carnitine_palmitoyl_transferase_1A_deficiency	1
Carnitine_palmitoyl_transferase_1A_deficiency|not_specified	1
Carnitine_palmitoyl_transferase_1A_deficiency	3
Charcot-Marie-Tooth_disease_axonal_type_2S|Autosomal_recessive_distal_spinal_muscular_atrophy_1	2
Autosomal_recessive_distal_spinal_muscular_atrophy_1|Charcot-Marie-Tooth_disease_axonal_type_2S|Charcot-Marie-Tooth_disease|not_specified|not_provided	3
Autosomal_recessive_distal_spinal_muscular_atrophy_1|not_provided	1
MULTIPLE_MYELOMA,_t(11%3B14)_TYPE,_SUSCEPTIBILITY_TO|not_provided|Colorectal_cancer,_susceptibility_to|CCND1-related_disorder|VON_HIPPEL-LINDAU_SYNDROME,_MODIFIER_OF	1
PPFIA1-related_disorder	1
Autism_spectrum_disorder	1
Inborn_genetic_diseases|not_specified|DHCR7-related_disorder|not_provided|Smith-Lemli-Opitz_syndrome	1
not_provided|Smith-Lemli-Opitz_syndrome	4
Smith-Lemli-Opitz_syndrome|not_specified|not_provided|Inborn_genetic_diseases	2
Smith-Lemli-Opitz_syndrome|not_specified|Inborn_genetic_diseases	1
not_provided|Vertebral,_cardiac,_renal,_and_limb_defects_syndrome_3	2
Vertebral,_cardiac,_renal,_and_limb_defects_syndrome_3	5
Vertebral,_cardiac,_renal,_and_limb_defects_syndrome_3|not_provided	1
not_provided|Opsismodysplasia	1
Opsismodysplasia|not_provided	1
3-methylglutaconic_aciduria,_type_VIIB|not_specified	1
Primary_ciliary_dyskinesia_34|not_provided	1
UCP3-related_disorder|not_provided	1
Orofaciodigital_syndrome_type_14|not_provided	1
not_provided|Orofaciodigital_syndrome_type_14	1
Cardiovascular_phenotype|not_specified|Brugada_syndrome_6|not_provided	1
LIPT2-related_disorder|Encephalopathy,_neonatal_severe,_with_lactic_acidosis_and_brain_abnormalities|not_provided	1
LIPT2-related_disorder|not_provided|Encephalopathy,_neonatal_severe,_with_lactic_acidosis_and_brain_abnormalities	1
Atorvastatin_response	1
not_specified|not_provided|Osteogenesis_imperfecta_type_10	1
Osteogenesis_imperfecta_type_10|not_specified|not_provided	3
EMSY-related_disorder	1
not_provided|ACER3-related_disorder	2
not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_2|Autosomal_dominant_nonsyndromic_hearing_loss_11|Usher_syndrome_type_1	1
Usher_syndrome_type_1|Autosomal_recessive_nonsyndromic_hearing_loss_2|not_provided|Autosomal_dominant_nonsyndromic_hearing_loss_11	5
Usher_syndrome_type_1|not_provided|Autosomal_dominant_nonsyndromic_hearing_loss_11|Autosomal_recessive_nonsyndromic_hearing_loss_2|not_specified	3
Autosomal_recessive_nonsyndromic_hearing_loss_2|Usher_syndrome_type_1|not_provided|Autosomal_dominant_nonsyndromic_hearing_loss_11	2
Usher_syndrome_type_1B|not_provided	1
Usher_syndrome_type_1|Autosomal_dominant_nonsyndromic_hearing_loss_11|Autosomal_recessive_nonsyndromic_hearing_loss_2|not_provided	2
not_specified|not_provided|Usher_syndrome_type_1|Autosomal_recessive_nonsyndromic_hearing_loss_2|Autosomal_dominant_nonsyndromic_hearing_loss_11	1
Usher_syndrome_type_1|not_specified|Autosomal_dominant_nonsyndromic_hearing_loss_11|Autosomal_recessive_nonsyndromic_hearing_loss_2|not_provided	1
Autosomal_recessive_nonsyndromic_hearing_loss_2|Autosomal_dominant_nonsyndromic_hearing_loss_11|Usher_syndrome_type_1|not_provided	3
Autosomal_dominant_nonsyndromic_hearing_loss_11|Usher_syndrome_type_1|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_2	2
Usher_syndrome_type_1|Autosomal_dominant_nonsyndromic_hearing_loss_11|Autosomal_recessive_nonsyndromic_hearing_loss_2	1
not_specified|not_provided|Usher_syndrome_type_1|Usher_syndrome_type_1B|Autosomal_recessive_nonsyndromic_hearing_loss_2|Autosomal_dominant_nonsyndromic_hearing_loss_11	2
Usher_syndrome_type_1	1
Usher_syndrome_type_1|Autosomal_dominant_nonsyndromic_hearing_loss_11|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_2	1
Usher_syndrome_type_1|not_specified|not_provided|Autosomal_dominant_nonsyndromic_hearing_loss_11|Autosomal_recessive_nonsyndromic_hearing_loss_2	1
not_provided|Usher_syndrome_type_1|not_specified|Autosomal_dominant_nonsyndromic_hearing_loss_11|Autosomal_recessive_nonsyndromic_hearing_loss_2	1
not_specified|ALG8_congenital_disorder_of_glycosylation|not_provided|Congenital_disorder_of_glycosylation	1
not_provided|ALG8_congenital_disorder_of_glycosylation	1
not_specified|ALG8_congenital_disorder_of_glycosylation|not_provided	1
not_specified|not_provided|ALG8_congenital_disorder_of_glycosylation	1
not_provided|Hearing_loss,_autosomal_recessive_94|Combined_oxidative_phosphorylation_defect_type_24|not_specified	1
Hearing_loss,_autosomal_recessive_94|Combined_oxidative_phosphorylation_defect_type_24|not_specified|not_provided	1
PICALM-related_disorder|not_specified|not_provided	1
Cohen-Gibson_syndrome|not_provided	1
Exudative_vitreoretinopathy_1	2
TMEM135-related_disorder	1
not_provided|Haim-Munk_syndrome|Periodontitis,_aggressive_1|Papillon-Lefèvre_syndrome|not_specified	1
Periodontitis,_aggressive_1|Papillon-Lefèvre_syndrome|Haim-Munk_syndrome	1
FAT3-related_disorder	1
FAT3-related_disorder|not_provided	1
not_specified|not_provided|Infantile_cerebral_and_cerebellar_atrophy_with_postnatal_progressive_microcephaly	3
not_provided|Infantile_cerebral_and_cerebellar_atrophy_with_postnatal_progressive_microcephaly	1
Pili_torti-developmental_delay-neurological_abnormalities_syndrome|HEPHL1-related_disorder	2
Pili_torti-developmental_delay-neurological_abnormalities_syndrome	1
Oocyte_maturation_defect_7|not_provided	1
PANX1-related_disorder|not_provided	1
not_provided|Ataxia-telangiectasia-like_disorder|not_specified|Ataxia-telangiectasia-like_disorder_1|Hereditary_breast_ovarian_cancer_syndrome	1
Ataxia-telangiectasia-like_disorder|not_specified|not_provided|Hereditary_breast_ovarian_cancer_syndrome|Ataxia-telangiectasia-like_disorder_1	1
Ataxia-telangiectasia-like_disorder_1|Hereditary_cancer-predisposing_syndrome|Ataxia-telangiectasia-like_disorder	1
Hereditary_breast_ovarian_cancer_syndrome|not_provided|not_specified|Ataxia-telangiectasia-like_disorder_1	1
Mosaic_variegated_aneuploidy_syndrome_2	1
Charcot-Marie-Tooth_disease_type_4B1|Charcot-Marie-Tooth_disease|not_specified|not_provided|Charcot-Marie-Tooth_disease_type_4	1
not_provided|Charcot-Marie-Tooth_disease_type_4B1|Charcot-Marie-Tooth_disease|Charcot-Marie-Tooth_disease_type_4|not_specified	1
Focal_segmental_glomerulosclerosis	3
not_specified|not_provided|Amelogenesis_imperfecta_hypomaturation_type_2A2	1
not_provided|not_specified|Amelogenesis_imperfecta_hypomaturation_type_2A2	1
not_specified|Amelogenesis_imperfecta_hypomaturation_type_2A2|not_provided	1
Coronary_heart_disease,_susceptibility_to,_6	1
Spondyloepimetaphyseal_dysplasia,_Missouri_type|not_provided|Metaphyseal_anadysplasia	1
Jeune_thoracic_dystrophy|not_specified	1
Jeune_thoracic_dystrophy	4
not_specified|Asphyxiating_thoracic_dystrophy_3|Jeune_thoracic_dystrophy	1
not_specified|Short_rib-polydactyly_syndrome|Jeune_thoracic_dystrophy|Asphyxiating_thoracic_dystrophy_3	1
Asphyxiating_thoracic_dystrophy_3|not_provided	1
Short_rib-polydactyly_syndrome|Jeune_thoracic_dystrophy|not_specified|Asphyxiating_thoracic_dystrophy_3	1
not_provided|not_specified|Deficiency_of_acetyl-CoA_acetyltransferase	1
not_specified|Deficiency_of_acetyl-CoA_acetyltransferase|not_provided	1
Deficiency_of_acetyl-CoA_acetyltransferase	1
not_provided|Deficiency_of_acetyl-CoA_acetyltransferase	2
not_specified|not_provided|Deficiency_of_acetyl-CoA_acetyltransferase	1
Hereditary_breast_ovarian_cancer_syndrome|not_specified|not_provided	1
Hereditary_cancer-predisposing_syndrome|not_specified|not_provided|Breast_and/or_ovarian_cancer	1
Hereditary_breast_ovarian_cancer_syndrome|Ataxia-telangiectasia_syndrome|not_specified|not_provided	1
not_specified|not_provided|Hereditary_breast_ovarian_cancer_syndrome|Ataxia-telangiectasia_syndrome	1
Ataxia-telangiectasia_syndrome	1
Familial_cancer_of_breast|Hereditary_cancer-predisposing_syndrome|not_provided|Malignant_tumor_of_breast|Hereditary_breast_ovarian_cancer_syndrome|ATM-related_disorder|Ataxia-telangiectasia_syndrome|not_specified	1
Breast_and/or_ovarian_cancer	1
Ataxia-telangiectasia_syndrome|Hereditary_breast_ovarian_cancer_syndrome|not_specified|not_provided	1
not_provided|Ataxia-telangiectasia_syndrome|not_specified	1
Ataxia-telangiectasia_syndrome|not_provided|not_specified	1
not_provided|Ataxia-telangiectasia_syndrome|Hereditary_breast_ovarian_cancer_syndrome|not_specified	1
Ataxia-telangiectasia_syndrome|not_specified|not_provided|Hereditary_breast_ovarian_cancer_syndrome	1
Hereditary_breast_ovarian_cancer_syndrome|not_specified|Ataxia-telangiectasia_syndrome|not_provided	1
not_provided|Epidermolysis_bullosa_simplex_4,_localized_or_generalized_intermediate,_autosomal_recessive	2
Epidermolysis_bullosa_simplex_4,_localized_or_generalized_intermediate,_autosomal_recessive|not_provided	1
Nonsyndromic_Hearing_Loss,_Recessive	4
Autosomal_recessive_nonsyndromic_hearing_loss_24|not_provided	1
Nonsyndromic_Hearing_Loss,_Recessive|not_provided	1
ALG9_congenital_disorder_of_glycosylation	3
ALG9_congenital_disorder_of_glycosylation|Gillessen-Kaesbach-Nishimura_syndrome|not_specified	1
not_provided|not_specified|Pyruvate_dehydrogenase_E2_deficiency	1
not_specified|not_provided|Pyruvate_dehydrogenase_E2_deficiency	1
not_provided|Ciliary_dyskinesia,_primary,_45	1
ANKK1-related_disorder	1
not_specified|ANKK1-related_disorder|Taq1A_POLYMORPHISM|Schizophrenia	1
not_specified|Schizophrenia|not_provided|Dystonic_disorder	1
not_provided|Dystonic_disorder	2
not_provided|Hypertriglyceridemia_1	1
not_provided|not_specified|Hypertriglyceridemia_1|Cardiovascular_phenotype	1
not_specified|Myocardial_infarction,_susceptibility_to|not_provided	1
not_provided|Familial_visceral_amyloidosis,_Ostertag_type|Hypoalphalipoproteinemia,_primary,_2,_intermediate|Hypoalphalipoproteinemia,_primary,_2	1
Nephronophthisis_15|not_provided|not_specified	1
not_provided|Nephronophthisis_15	2
Nephronophthisis_15|not_provided	1
not_specified|Nephronophthisis_15|not_provided	2
Nephronophthisis_15|not_specified|not_provided	1
not_provided|Nephronophthisis_15|not_specified	1
not_specified|Nephronophthisis_15	1
not_provided|DSCAML1-related_disorder	3
DSCAML1-related_disorder|not_provided	1
Inflammatory_bowel_disease_28|not_specified|not_provided	2
Congenital_long_QT_syndrome	1
Congenital_long_QT_syndrome|Long_QT_syndrome	1
Atrial_fibrillation,_familial,_14	1
not_provided|Immunodeficiency_18	1
Immunodeficiency_19	1
Severe_combined_immunodeficiency_disease|Immunodeficiency_due_to_defect_in_CD3-gamma	1
Combined_immunodeficiency_due_to_CD3gamma_deficiency	1
Combined_immunodeficiency_due_to_CD3gamma_deficiency|not_specified	1
not_provided|Short_stature,_rhizomelic,_with_microcephaly,_micrognathia,_and_developmental_delay	1
Short_stature,_rhizomelic,_with_microcephaly,_micrognathia,_and_developmental_delay|not_provided	1
TREH-related_disorder	3
Intellectual_developmental_disorder_with_impaired_language_and_dysmorphic_facies|not_provided	1
Glucose-6-phosphate_transport_defect|not_provided	1
Glycogen_storage_disease,_type_I|not_provided	1
Glycogen_storage_disease,_type_I|not_specified	1
Granulocytopenia_with_immunoglobulin_abnormality|not_provided	2
Granulocytopenia_with_immunoglobulin_abnormality	1
Hypomyelinating_leukodystrophy_12|not_provided|Dystonia_32	1
not_provided|Dystonia_32|Hypomyelinating_leukodystrophy_12	1
Hypomyelinating_leukodystrophy_12|Dystonia_32	1
Acute_intermittent_porphyria	1
not_specified|not_provided|Acute_intermittent_porphyria	1
not_provided|Congenital_disorder_of_glycosylation|Acute_intermittent_porphyria|DPAGT1-congenital_disorder_of_glycosylation	1
Congenital_myasthenic_syndrome_13|DPAGT1-congenital_disorder_of_glycosylation|Congenital_disorder_of_glycosylation|not_specified|Acute_intermittent_porphyria	1
CBL-related_disorder|not_provided	1
not_specified|RASopathy|CBL-related_disorder|not_provided|Juvenile_myelomonocytic_leukemia	1
Noonan-like_syndrome	3
Isolated_microphthalmia_5|Retinal_degeneration|not_provided|Isolated_microphthalmia_6|not_specified	1
not_specified|Isolated_microphthalmia_6|Isolated_microphthalmia_5|Retinal_degeneration	1
Retinal_degeneration|Isolated_microphthalmia_6	1
not_provided|Retinal_degeneration|Isolated_microphthalmia_6	1
Cleft_lip/palate-ectodermal_dysplasia_syndrome	1
not_specified|not_provided|TECTA-related_disorder|Autosomal_dominant_nonsyndromic_hearing_loss_12|Autosomal_recessive_nonsyndromic_hearing_loss_21	1
not_specified|not_provided|Autosomal_recessive_nonsyndromic_hearing_loss_21|Autosomal_dominant_nonsyndromic_hearing_loss_12	1
not_provided|Lathosterolosis	1
not_specified|SORL1-related_disorder|not_provided	1
not_specified|not_provided|SORL1-related_disorder	2
not_provided|Brugada_syndrome_7	1
Megalencephalic_leukoencephalopathy_with_subcortical_cysts	2
not_provided|not_specified|Megalencephalic_leukoencephalopathy_with_subcortical_cysts	1
not_provided|STT3A-congenital_disorder_of_glycosylation|Congenital_disorder_of_glycosylation,_type_Iw,_autosomal_dominant	1
not_provided|CHEK1-related_condition	1
Severe_growth_deficiency-strabismus-extensive_dermal_melanocytosis-intellectual_disability_syndrome|not_provided	2
not_provided|Severe_growth_deficiency-strabismus-extensive_dermal_melanocytosis-intellectual_disability_syndrome	1
Holoprosencephaly_sequence	3
not_provided|Holoprosencephaly_11	1
not_provided|not_specified|Holoprosencephaly_1|Holoprosencephaly_11	1
not_provided|Holoprosencephaly_11|not_specified	1
not_specified|not_provided|Holoprosencephaly_11	5
not_provided|not_specified|Holoprosencephaly_11	1
not_specified|Holoprosencephaly_11|not_provided	1
Mitochondrial_complex_I_deficiency,_nuclear_type_1|Mitochondrial_complex_1_deficiency,_nuclear_type_19|not_provided	1
TIRAP-related_disorder|not_specified	1
not_provided|Al-Raqad_syndrome	1
Al-Raqad_syndrome	1
Long_QT_syndrome|Cardiovascular_phenotype	1
Cardiovascular_phenotype|Long_QT_syndrome	1
